n_neighbors,score
12,0.36988591437930646
19,0.3769569637411047
11,0.3691178131706766
10,0.3664972325765277
15,0.3746752513272337
9,0.36322150683384163
2,0.2900937535298769
14,0.37350050830227044
8,0.3595165480628036
18,0.3765051395007342
3,0.31184909070371625
13,0.3722128092172145
7,0.35429797808652436
