num_layers,eta,hidden_dim,epochs,score
16,0.08470431268546268,346,20,0.05218216318785579
15,0.000127911134370041,794,20,0.20942893286346798
15,0.004280276505792561,561,20,0.04879371103280022
13,0.00024219442760727995,755,20,0.17784855877835004
6,0.11050265814404456,194,20,0.04879371103280022
