num_layers,eta,hidden_dim,epochs,score
4,0.011904285228356484,9,10,0.12118822292323869
2,0.10614277073772202,10,10,0.052576235541535225
4,0.007794951897973743,8,10,0.11934805467928496
10,0.16587120796938368,16,10,0.030494216614090432
3,0.010449995696147461,15,10,0.19400630914826497
