num_layers,eta,hidden_dim,epochs,score
18,0.022777004106930395,184,10,0.052576235541535225
10,5.6841913787066536e-05,105,10,0.04258675078864353
16,0.00012394217873623159,972,10,0.14379600420609884
2,2.0107745550686094e-05,208,10,0.06703470031545741
3,0.0013644842418358658,838,10,0.22371188222923238
