max_depth,eta,gamma,lambda,alpha,num_class,eval_metric,num_round,score
6,1.4930374803087867,0.5981929548277235,0.026626404082976476,1.0014157956754286,61,merror,10,0.05154965211891208
18,0.5889343876283029,6.391849060929051,2.8369291169473496,26.494784263490004,61,merror,10,0.217357910906298
7,1.0400782756085307,0.2607714279405023,0.15829392582693866,5.179230325719244,61,merror,10,0.15643354115839883
27,0.4745968508273637,14.209667753002634,0.20285950111518763,2.212217754864309,61,merror,10,0.18742658353664046
41,0.529241210683644,0.10845945260892814,2.915957305605396,0.09689568740932679,61,merror,10,0.21634137525978134
