reg_param,score
6.900003757362381,0.002103049421661409
2.20501138922123,0.001840168243953733
0.42145098941405656,0.24290220820189273
5.899064463048891,0.0007886435331230284
-2.9698869920737874,0.018138801261829655
4.974176393612947,0.0007886435331230284
-3.3990191471444664,0.018138801261829655
9.354604692959576,0.002103049421661409
1.3656784842042917,0.0031545741324921135
2.1080201633530944,0.0015772870662460567
-4.029232987132132,0.018138801261829655
-0.4002243712710545,0.018138801261829655
2.146918264305107,0.0015772870662460567
5.909735737761547,0.0007886435331230284
-7.584806702665993,0.018138801261829655
0.11405770752589461,0.3207150368033649
-3.6664756444505926,0.018138801261829655
-0.7624100360486725,0.018138801261829655
-9.042849752361368,0.018138801261829655
-5.281189658484367,0.018138801261829655
